,name,categories,genres,steamspy_tags,time_engaged_index,time_engaged_category,player_acclaim_index,player_acclaim_category,adopters_choice_index,adopters_choice_category,game_nexus_index,game_nexus_category
1517,Lords of Kingdoms,Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Indie;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;Massively Multiplayer,0.026698113207547173,Unacceptable,0.3955660377358491,Unacceptable,0.11169811320754719,Unacceptable,0.17620754716981132,Unacceptable
1518,The Last Mission,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0.02458333333333334,Unacceptable,0.2725,Unacceptable,0.19458333333333336,Good,0.16225,Unacceptable
1519,Krinkle Krusher,Single-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Casual;Strategy,Casual;Strategy;Action,0.02795081967213115,Unacceptable,0.4181147540983607,Unacceptable,0.11295081967213116,Unacceptable,0.18447540983606558,Unacceptable
1520,Shooter Game,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Indie,Indie;FPS;Shooter,0.025370370370370373,Unacceptable,0.37166666666666665,Unacceptable,0.11037037037037038,Unacceptable,0.16744444444444445,Unacceptable
1521,Demolition Master 3D,Single-player,Casual;Simulation,Simulation;Casual;Destruction,0.0253125,Unacceptable,0.37062500000000004,Unacceptable,0.11031250000000001,Unacceptable,0.1670625,Unacceptable
1522,Catan Universe,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Strategy,Board Game;Casual;Strategy,0.6148177368492335,Masterpiece,0.4058185895183166,Unacceptable,0.4116124382298711,Outstanding,0.472642092317149,Outstanding
1523,DemonsAreCrazy,Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support,Action;Adventure;Casual;Free to Play;Indie;RPG;Strategy;Early Access,Early Access;Free to Play;RPG,0.036883289124668435,Average,0.4088992042440318,Unacceptable,0.29188328912466843,Outstanding,0.24342970822281168,Average
1524,Rule Your School,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation,Indie;Simulation,0.02827586206896552,Unacceptable,0.4239655172413793,Unacceptable,0.11327586206896553,Unacceptable,0.18662068965517242,Unacceptable
1525,Tales of Adventure 2,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Adventure;Indie;RPG,Adventure;RPG;Action,0.02484126984126984,Unacceptable,0.36214285714285716,Unacceptable,0.10984126984126985,Unacceptable,0.16395238095238096,Unacceptable
1526,Stellar 2D,Single-player;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie,Indie;Casual;Action,0.37258530873088835,Outstanding,0.395863967245878,Unacceptable,0.48781311978825087,Masterpiece,0.4145665906024557,Outstanding
1527,Bitcoin VS Brain,Single-player;Steam Achievements,Casual;Indie,Casual;Indie,0.02391891891891892,Unacceptable,0.34554054054054056,Unacceptable,0.10891891891891893,Unacceptable,0.1578648648648649,Unacceptable
1528,Kings,Single-player,Casual;Indie;Strategy,Casual;Strategy;Indie,0.026621621621621624,Unacceptable,0.3941891891891892,Unacceptable,0.11162162162162163,Unacceptable,0.17570270270270272,Unacceptable
1529,DEAD DOZEN Escape,Multi-player;Online Multi-Player;Co-op,Action;Indie;Massively Multiplayer,Action;Zombies;Horror,0.027191528545119706,Unacceptable,0.4044475138121547,Unacceptable,0.11219152854511971,Unacceptable,0.17946408839779004,Unacceptable
1530,Solar Struggle,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Arcade,0.021666666666666667,Unacceptable,0.305,Unacceptable,0.10666666666666667,Unacceptable,0.14300000000000002,Unacceptable
1531,Travildorn,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0.02772727272727273,Unacceptable,0.41409090909090907,Unacceptable,0.11272727272727273,Unacceptable,0.183,Unacceptable
1532,Make It Rain: Love of Money,Single-player;Steam Achievements;In-App Purchases;Steam Cloud,Action;Casual;Free to Play;Simulation;Strategy,Free to Play;Casual;Strategy,0.11221910883775699,Excellent,0.3785260616020977,Unacceptable,0.20477606160209763,Good,0.22952200657384422,BelowAverage
1533,InnerSpace,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Adventure;Exploration,0.03711920529801324,Average,0.5831456953642384,AboveAverage,0.12211920529801326,Average,0.2449867549668874,Average
1534,Death Stair,Multi-player;Local Multi-Player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Casual;Indie;Racing;Sports,Casual;Action;Indie,0.24256574611288684,Outstanding,0.5861401083606916,AboveAverage,0.22256346602492522,Excellent,0.3469188757645062,Excellent
1535,Hasbro's BATTLESHIP,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Casual;Strategy,Casual;Strategy;Singleplayer,0.03735294117647059,Average,0.5873529411764706,AboveAverage,0.12235294117647061,Average,0.2465294117647059,Average
1536,Frog Hop,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie,Adventure;Action;Indie,0.03775862068965517,Average,0.5946551724137931,AboveAverage,0.12275862068965518,Average,0.24920689655172415,Average
1537,Happy Empire - A Bouquet for the Princess,Single-player;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards,Adventure;Casual;Indie;Simulation;Strategy,Casual;Indie;Strategy,0.036410256410256414,Average,0.5703846153846154,AboveAverage,0.12141025641025642,Average,0.2403076923076923,Average
1538,The Great Wobo Escape,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0.037142857142857144,Average,0.5835714285714286,AboveAverage,0.12214285714285716,Average,0.24514285714285716,Average
1539,Tank Battle: North Africa,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Hex Grid;World War II,0.03743243243243244,Average,0.5887837837837838,AboveAverage,0.12243243243243244,Average,0.2470540540540541,Average
1540,Wanderjahr,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;Anime,0.036944444444444446,Average,0.58,AboveAverage,0.12194444444444445,Average,0.24383333333333332,Average
1541,Outpost L5,Single-player;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,0.037258064516129036,Average,0.5856451612903226,AboveAverage,0.12225806451612904,Average,0.24590322580645163,Average
1542,Skein,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Casual;Indie,0.03875000000000001,Average,0.6125,AboveAverage,0.12375000000000001,Average,0.25575000000000003,AboveAverage
1543,Operation Apex,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Simulation,Adventure;Indie;Simulation,0.03795454545454545,Average,0.5981818181818181,AboveAverage,0.12295454545454546,Average,0.2505,Average
1544,Beware of Trains,Single-player;Steam Achievements;Stats,Violent;Action;Casual;Indie;Strategy,Action;Casual;Violent,0.03769230769230769,Average,0.5934615384615385,AboveAverage,0.12269230769230771,Average,0.24876923076923077,Average
1545,The Walsingham Files - Chapter 1,Single-player,Adventure;Casual;Free to Play;Indie,Adventure;Gore;Free to Play,0.0378125,Average,0.5956250000000001,AboveAverage,0.12281250000000002,Average,0.24956250000000002,Average
1546,Box Out!,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Indie,Indie;Platformer,0.03833333333333333,Average,0.605,AboveAverage,0.12333333333333335,Average,0.253,Average
1547,A Day in the Woods,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Casual;Indie;Strategy,Indie;Strategy;Casual,0.03775862068965517,Average,0.5946551724137931,AboveAverage,0.12275862068965518,Average,0.24920689655172415,Average
1548,Gekido Kintaro's Revenge,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Beat 'em up,0.037558139534883725,Average,0.591046511627907,AboveAverage,0.12255813953488373,Average,0.2478837209302326,Average
1549,Horse Riding Deluxe,Single-player;Full controller support,Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Sports,Simulation;Adventure;Indie,0.03795454545454545,Average,0.5981818181818181,AboveAverage,0.12295454545454546,Average,0.2505,Average
1550,The Nothing,Single-player;Full controller support,Action;Indie,Action;Indie;Horror,0.037142857142857144,Average,0.5835714285714286,AboveAverage,0.12214285714285716,Average,0.24514285714285716,Average
1551,Jorji and Impossible Forest,Single-player;Steam Achievements;Stats,Action;Adventure;Indie,Action;Indie;Adventure,0.037142857142857144,Average,0.5835714285714286,AboveAverage,0.12214285714285716,Average,0.24514285714285716,Average
1552,Power-Up,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;Shoot 'Em Up,0.4074696068321767,Masterpiece,0.5757500078435178,AboveAverage,0.40964313761451027,Outstanding,0.45964470825576764,Outstanding
1553,Self-knowledge VR,Single-player,Casual;Free to Play;Indie,Free to Play;Indie;Casual,0.03666666666666667,Average,0.575,AboveAverage,0.12166666666666667,Average,0.242,Average
1554,Achievement Lurker: Dad Jokes,Single-player,Adventure;Indie;RPG,Adventure;RPG;Indie,0.03735294117647059,Average,0.5873529411764706,AboveAverage,0.12235294117647061,Average,0.2465294117647059,Average
1555,Ninja Smasher!,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,0.03785714285714285,Average,0.5964285714285714,AboveAverage,0.12285714285714286,Average,0.24985714285714286,Average
1556,Robo Puzzle Smash,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support,Indie,Indie;Multiplayer;Puzzle,0.03666666666666667,Average,0.575,AboveAverage,0.12166666666666667,Average,0.242,Average
1557,Ellen,Single-player;Steam Achievements,Indie,Indie;Gore;Violent,0.03785714285714285,Average,0.5964285714285714,AboveAverage,0.12285714285714286,Average,0.24985714285714286,Average
1558,Stardrift Nomads,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;Strategy,Action;Indie;Strategy,0.037142857142857144,Average,0.5835714285714286,AboveAverage,0.12214285714285716,Average,0.24514285714285716,Average
1559,Strangers of the Power 2,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;RPG,Casual;Indie;RPG,0.03775862068965517,Average,0.5946551724137931,AboveAverage,0.12275862068965518,Average,0.24920689655172415,Average
1560,Anstorm,Single-player;Steam Achievements,Action;Indie,Action;Indie;2D,0.03648148148148149,Average,0.5716666666666667,AboveAverage,0.1214814814814815,Average,0.24077777777777779,Average
1561,Kill The Plumber,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Adventure;Indie,0.0374074074074074,Average,0.5883333333333334,AboveAverage,0.12240740740740741,Average,0.2468888888888889,Average
1562,When It Hits the Fan,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Twin Stick Shooter,0.03648148148148149,Average,0.5716666666666667,AboveAverage,0.1214814814814815,Average,0.24077777777777779,Average
1563,ReThink | Evolved 2,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie;Strategy,Indie;Strategy;Action,0.03833333333333333,Average,0.605,AboveAverage,0.12333333333333335,Average,0.253,Average
1564,The Hunting God,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,0.03743243243243244,Average,0.5887837837837838,AboveAverage,0.12243243243243244,Average,0.2470540540540541,Average
1565,Dual Core,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG,Action;Indie;RPG,0.03875000000000001,Average,0.6125,AboveAverage,0.12375000000000001,Average,0.25575000000000003,AboveAverage
1566,Frontlines™: Fuel of War™,Single-player;Co-op;Steam Cloud,Action,Action;FPS;Shooter,0.35425670731170694,Outstanding,0.5985108945139501,AboveAverage,0.49751408430661354,Masterpiece,0.4785929564236493,Outstanding
1567,Tell a Demon,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,0.0378125,Average,0.5956250000000001,AboveAverage,0.12281250000000002,Average,0.24956250000000002,Average
1568,Nemesis Realms,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;VR,0.03785714285714285,Average,0.5964285714285714,AboveAverage,0.12285714285714286,Average,0.24985714285714286,Average
1569,Space Merchants: Arena,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Casual;Indie;Massively Multiplayer;RPG;Simulation,Action;RPG;Massively Multiplayer,0.3698222903220424,Outstanding,0.5724965871884339,AboveAverage,0.22854309881634088,Excellent,0.3863844521878496,Outstanding
1570,Alienzix,Single-player;Shared/Split Screen,Action;Indie,Action;Indie;Arcade,0.036730769230769234,Average,0.5761538461538461,AboveAverage,0.12173076923076924,Average,0.24242307692307694,Average
1571,Steel Empire,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Steampunk;2D,0.03833333333333333,Average,0.605,AboveAverage,0.12333333333333335,Average,0.253,Average
1572,Motorbike,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;Includes level editor,Action;Casual;Indie;Racing;Simulation;Sports,Racing;Sports;Action,0.036410256410256414,Average,0.5703846153846154,AboveAverage,0.12141025641025642,Average,0.2403076923076923,Average
1573,Valcarta: Rise of the Demon,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG,RPG;Indie;2D,0.03639534883720931,Average,0.5701162790697675,AboveAverage,0.12139534883720932,Average,0.2402093023255814,Average
1574,Way of Gold and Steel,Single-player;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Rogue-like,0.04125,AboveAverage,0.5725,AboveAverage,0.21125000000000002,Excellent,0.27225,AboveAverage
1575,Infinite Space III: Sea of Stars,Single-player,Adventure;Indie,Adventure;Indie;Space,0.0424561403508772,Good,0.5942105263157895,AboveAverage,0.21245614035087723,Excellent,0.28021052631578947,Good
1576,Seconds to Square,Single-player,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,0.038552631578947366,Average,0.6089473684210527,AboveAverage,0.12355263157894739,Average,0.25444736842105264,AboveAverage
1577,Crow,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0.04252032520325204,Good,0.5953658536585366,AboveAverage,0.21252032520325206,Excellent,0.28063414634146344,Good
1578,WRC 4 FIA World Rally Championship,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Cloud,Racing,Racing;Simulation;Offroad,0.04678251121076233,Good,0.587085201793722,AboveAverage,0.3017825112107623,Outstanding,0.3087645739910314,Good
1579,BADBLOOD,Multi-player;Shared/Split Screen;Full controller support,Casual;Indie;Sports,Indie;Casual;Sports,0.03789473684210527,Average,0.5971052631578948,AboveAverage,0.12289473684210528,Average,0.2501052631578948,Average
1580,Gravity Light,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0.03681818181818182,Average,0.5777272727272728,AboveAverage,0.12181818181818183,Average,0.24300000000000002,Average
1581,Syndrome,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Adventure,Sci-fi;Survival Horror;Horror,0.201891778047031,Excellent,0.6062162098915018,AboveAverage,0.13200568357571227,Good,0.3102375115997009,Excellent
1582,Fair Strike,Single-player;Steam Trading Cards;Partial Controller Support,Action;Simulation,Action;Simulation,0.03681818181818182,Average,0.5777272727272728,AboveAverage,0.12181818181818183,Average,0.24300000000000002,Average
1583,The Cave,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Adventure,Adventure;Platformer;Puzzle,0.3865481613000786,Masterpiece,0.8177441802108361,Masterpiece,0.5107522285005744,Masterpiece,0.5659647081037914,Masterpiece
1584,GRIP: Combat Racing,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Racing,Racing;Action;Indie,0.059577259475218663,Excellent,0.8173906705539359,Masterpiece,0.3145772594752187,Outstanding,0.3932099125364432,Outstanding
1585,Emily is Away Too,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Adventure;Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,0.4375673686733223,Masterpiece,0.8761573120765548,Masterpiece,0.4270381410920988,Masterpiece,0.5744517312078521,Masterpiece
1586,Farming Simulator 15,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Simulation,Simulation;Multiplayer;Open World,0.5218894391605173,Masterpiece,0.86915258788987,Masterpiece,0.6100548435289678,Masterpiece,0.6603619672911871,Masterpiece
1587,Invisigun Heroes,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Free to Play;Indie;Strategy,Indie;Action;Pixel Graphics,0.054965277777777787,Excellent,0.8193750000000001,Masterpiece,0.2249652777777778,Excellent,0.3627708333333334,Excellent
1588,Deponia,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Point & Click;Comedy,0.39322208685639115,Masterpiece,0.8528748402244627,Masterpiece,0.602426154056887,Masterpiece,0.6100126167754545,Masterpiece
1589,RUINER,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Cyberpunk;Action;Great Soundtrack,0.381244073479554,Masterpiece,0.8570685350034629,Masterpiece,0.5125427688675273,Masterpiece,0.5777822745256795,Masterpiece
1590,The Price of Freedom,Single-player,Adventure;Indie,Indie;Adventure;Story Rich,0.6813354888627638,Masterpiece,0.8726778975294127,Masterpiece,0.3502112308627462,Outstanding,0.6283941236941245,Masterpiece
1591,Kingsway,Single-player;Steam Achievements,Adventure;RPG;Simulation,RPG;Adventure;Simulation,0.3412544707627696,Outstanding,0.8329916684332516,Masterpiece,0.3302234810103169,Outstanding,0.49647497466809154,Masterpiece
1592,Infinifactory,Single-player;Steam Achievements;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation,Puzzle;Indie;Building,0.48581552378593096,Masterpiece,0.891435736123248,Masterpiece,0.5198553294689041,Masterpiece,0.6260451744947675,Masterpiece
1593,Geometry Wars: Retro Evolved,Single-player;Full controller support,Casual,Arcade;Twin Stick Shooter;Casual,0.3426171982564954,Outstanding,0.8380025427602816,Masterpiece,0.4200326179482515,Masterpiece,0.5282152784584593,Masterpiece
1594,Late Shift,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Choices Matter;FMV;Choose Your Own Adventure,0.40831370067921463,Masterpiece,0.8392572434347803,Masterpiece,0.5130300496902103,Masterpiece,0.5809983279553876,Masterpiece
1595,Sakura Swim Club,Single-player;Steam Trading Cards,Sexual Content;Nudity;Casual;Indie,Nudity;Anime;Mature,0.44851024741030987,Masterpiece,0.8202383466073413,Masterpiece,0.5141446628430343,Masterpiece,0.5883547747640262,Masterpiece
1596,Superfighters Deluxe,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Workshop;Includes level editor,Action;Indie,Action;Indie;Violent,0.05394618834080718,Excellent,0.8010313901345292,Masterpiece,0.2239461883408072,Excellent,0.3560448430493274,Excellent
1597,Mother Russia Bleeds,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Gore;Violent;Beat 'em up,0.4475486247170698,Masterpiece,0.8166691831012369,Masterpiece,0.5139062004114898,Masterpiece,0.5867809227158329,Masterpiece
1598,Once in Yaissor,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Indie;Story Rich;Adventure,0.5172356372395305,Masterpiece,0.8155375325928129,Masterpiece,0.4280406931490708,Masterpiece,0.5810685747838666,Masterpiece
1599,Save Jesus,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Memes;Illuminati;Casual,0.3767003949938371,Outstanding,0.8383969355243491,Masterpiece,0.42184722792200985,Masterpiece,0.5401917042852646,Masterpiece
1600,Devil May Cry 5,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Action;Hack and Slash;Character Action Game,0.4845588548545826,Masterpiece,0.8871110064427318,Masterpiece,0.6985089400682797,Masterpiece,0.6831590044506461,Masterpiece
1601,Wayhaven Chronicles: Book One,Single-player;Captions available;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,0.049405594405594416,Excellent,0.8043006993006994,Masterpiece,0.1344055944055944,Good,0.32607692307692304,Excellent
1602,Roof Rage,Single-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Indie;Early Access,Early Access;Action;Indie,0.04970588235294118,Excellent,0.8097058823529413,Masterpiece,0.13470588235294118,Good,0.32805882352941185,Excellent
1603,Super Ledgehop: Double Laser,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0.051462264150943404,Excellent,0.8413207547169811,Masterpiece,0.13646226415094342,Good,0.33965094339622637,Excellent
1604,Floppy Heroes,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Casual;Indie,0.48416722155920844,Masterpiece,0.8529745678644004,Masterpiece,0.15984956786440047,Good,0.4940071479050432,Masterpiece
1605,Final Approach,Single-player;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation;Strategy,VR;Casual;Strategy,0.05620786516853933,Excellent,0.8417415730337079,Masterpiece,0.22620786516853936,Excellent,0.3709719101123596,Excellent
1606,Disney's Treasure Planet: Battle of Procyon,Single-player;Multi-player;Steam Cloud,Action;Adventure;Strategy,Strategy;Adventure;Action,0.05364406779661018,Excellent,0.795593220338983,Masterpiece,0.2236440677966102,Excellent,0.35405084745762716,Excellent
1607,Regency Solitaire,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual,Casual;Card Game;Family Friendly,0.39351493343377797,Masterpiece,0.8627547978891782,Masterpiece,0.33454051217489245,Outstanding,0.52496738035429,Masterpiece
1608,IronWolf VR,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op,Action;Indie;Simulation;Early Access,Early Access;Simulation;Action,0.05298301486199576,Excellent,0.8686942675159236,Masterpiece,0.13798301486199577,Good,0.349687898089172,Excellent
1609,Card Hunter,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Includes level editor,Free to Play;RPG;Strategy,Free to Play;Card Game;Board Game,0.4567086449353358,Masterpiece,0.8263208607501592,Masterpiece,0.6043699739834472,Masterpiece,0.6228418282907509,Masterpiece
1610,Touhou Genso Wanderer -Reloaded- / 不可思议的幻想乡TOD -RELOADED- / 不思議の幻想郷TOD -RELOADED-,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,0.42196211591863286,Masterpiece,0.8813210606692197,Masterpiece,0.24754121982041333,Excellent,0.5117720508147278,Masterpiece
1611,Triple Town,Single-player;Steam Trading Cards,Casual;Indie;Strategy,Casual;Strategy;Puzzle,0.3643569907762405,Outstanding,0.8460453583464278,Masterpiece,0.33212643942750886,Outstanding,0.5090345002215585,Masterpiece
1612,Nex Machina,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Twin Stick Shooter;Action;Bullet Hell,0.3964802541711324,Masterpiece,0.8259729851702707,Masterpiece,0.5117080652284949,Masterpiece,0.5722732305080664,Masterpiece
1613,Super Blue Boy Planet,Single-player;Steam Achievements;Full controller support;Steam Cloud,Free to Play;Indie,Free to Play;Pixel Graphics;2D,0.23740618532326602,Outstanding,0.8411283458737393,Masterpiece,0.5041333963787897,Masterpiece,0.5222804161000124,Masterpiece
1614,Sky Knights,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Partial Controller Support,Action;Indie;Strategy;Early Access,Early Access;Indie;Action,0.2159500172470315,Excellent,0.8427659375140597,Masterpiece,0.23466926077689956,Excellent,0.42681712112753695,Outstanding
1615,Space Pilgrim Episode II: Epsilon Indi,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Adventure;RPGMaker;Space,0.4100768086458558,Masterpiece,0.7979929233424545,Masterpiece,0.5109510385257006,Masterpiece,0.5672768542696236,Masterpiece
1616,Pixel Dungeon,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats,Adventure;Casual;Indie;RPG,Pixel Graphics;RPG;Rogue-like,0.3902083135525597,Masterpiece,0.803047365684848,Masterpiece,0.15227661469670567,Good,0.44402565699825736,Outstanding
1617,Taima Miko Yuugi,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Sexual Content;Nudity;Adventure,0.05420485175202157,Excellent,0.8056873315363882,Masterpiece,0.2242048517520216,Excellent,0.35775202156334235,Excellent
1618,Sakura Dungeon,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Sexual Content;Nudity;Adventure;Indie;RPG,Nudity;Mature;Sexual Content,0.5027508000825236,Masterpiece,0.8675162300210241,Masterpiece,0.43001405421597627,Masterpiece,0.5940927578254429,Masterpiece
1619,6180 the moon,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,0.04979392624728851,Excellent,0.811290672451193,Masterpiece,0.13479392624728853,Good,0.3286399132321042,Excellent
1620,A Book of Beasts and Buddies,Single-player,Adventure;Casual;Free to Play;Indie;RPG;Simulation,Free to Play;Adventure;RPG,0.056578947368421055,Excellent,0.848421052631579,Masterpiece,0.22657894736842107,Excellent,0.373421052631579,Excellent
1621,Slap City,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Indie;Early Access,Early Access;Fighting;Indie,0.3976658228475915,Masterpiece,0.8812987771677611,Masterpiece,0.3357349789481765,Outstanding,0.5328508610579645,Masterpiece
1622,Pocket Kingdom,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Puzzle,0.049067796610169495,Excellent,0.7982203389830509,Masterpiece,0.1340677966101695,Good,0.32384745762711864,Excellent
1623,Furi,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Great Soundtrack;Difficult;Action,0.44654633439681013,Masterpiece,0.8578310716590221,Masterpiece,0.6054935476871491,Masterpiece,0.6302574147351838,Masterpiece
1624,The Fall,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Sci-fi;Indie,0.3454506627835192,Outstanding,0.833354340581074,Masterpiece,0.509410789650768,Masterpiece,0.5571112116950693,Masterpiece
