,name,categories,genres,steamspy_tags,time_engaged_index,time_engaged_category,player_acclaim_index,player_acclaim_category,adopters_choice_index,adopters_choice_category,game_nexus_index,game_nexus_category
0,Rescue your chickens,Single-player;Steam Trading Cards,Action;Indie,Action;Indie,0.36168948055052164,Outstanding,0.5592237127748952,Average,0.22741648385923247,Excellent,0.37894879347093424,Outstanding
1,Overruled!,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Multiplayer,0.037922077922077926,Average,0.5125974025974026,BelowAverage,0.20792207792207795,Excellent,0.2502857142857143,Average
2,CLASH! - Battle Arena,Single-player;Multi-player;Local Multi-Player;Full controller support,Action;Indie,Action;Indie;Fighting,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
3,PixBit,Single-player;Steam Trading Cards,Action;Indie,Action;Indie,0.3740632647997886,Outstanding,0.42246717648608195,Unacceptable,0.4892910758571511,Masterpiece,0.4243211006571972,Outstanding
4,Rise,Single-player,Action;Indie,Indie;Action,0.029074074074074075,Subpar,0.4383333333333333,Subpar,0.11407407407407408,Subpar,0.1918888888888889,Subpar
5,AIRHEART - Tales of broken Wings,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Female Protagonist,0.044763779527559056,Good,0.720748031496063,Outstanding,0.12976377952755908,Good,0.29544094488188977,Good
6,Cargo Breach,Single-player;Steam Achievements,Action;Indie,Action;Indie;VR,0.036250000000000004,Average,0.5675,Average,0.12125000000000001,Average,0.23925000000000002,Average
7,Deep Space Shooter,Single-player;Steam Achievements,Action;Indie,Action;Indie;Space,0.034629629629629635,BelowAverage,0.5383333333333333,Average,0.11962962962962964,BelowAverage,0.22855555555555557,BelowAverage
8,"The Outlaw, The Drunk, & The Whore",Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Pixel Graphics,0.034629629629629635,BelowAverage,0.5383333333333333,Average,0.11962962962962964,BelowAverage,0.22855555555555557,BelowAverage
9,Spartaga,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;VR,0.04535087719298246,Good,0.7313157894736841,Outstanding,0.13035087719298247,Good,0.2993157894736842,Good
10,TAYAL,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action;Retro,0.04514084507042254,Good,0.7275352112676057,Outstanding,0.13014084507042256,Good,0.29792957746478876,Good
11,Fenix Box,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Indie;Action,0.03208333333333334,Mediocre,0.4925,Mediocre,0.11708333333333334,Mediocre,0.21175,Mediocre
12,KickBeat Steam Edition,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Music;Action;Indie,0.36468069249373897,Outstanding,0.6220422905225829,Good,0.4098275254219117,Outstanding,0.460861667784617,Outstanding
13,Private Detective Punch Drunk,Single-player,Action;Indie,Action;Indie,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
14,Jeeboman,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Stats,Action;Indie,Action;Indie;VR,0.03775862068965517,Average,0.5946551724137931,AboveAverage,0.12275862068965518,Average,0.24920689655172415,Average
15,Paparazzi,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Funny,0.0313888888888889,Mediocre,0.48000000000000004,Mediocre,0.1163888888888889,Mediocre,0.2071666666666667,Mediocre
16,Get Dis Money,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie,0.031190476190476196,Mediocre,0.4764285714285715,Mediocre,0.1161904761904762,Mediocre,0.20585714285714288,Subpar
17,Unnamed Fiasco,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
18,DeepWeb,Single-player;Full controller support;Steam Cloud,Action;Indie,Action;Indie;First-Person,0.033947368421052636,BelowAverage,0.5260526315789474,BelowAverage,0.11894736842105265,BelowAverage,0.2240526315789474,BelowAverage
19,Reframed,Single-player;Partial Controller Support,Action;Indie,Action;Indie;FPS,0.02666666666666667,Unacceptable,0.395,Unacceptable,0.11166666666666668,Unacceptable,0.17600000000000002,Unacceptable
20,Danmaku Unlimited 3,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,0.31994464587891497,Outstanding,0.7780859712643526,Outstanding,0.23673845353385622,Excellent,0.4404737933234509,Outstanding
21,VERSUS SQUAD,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Survival,0.39974542778622274,Masterpiece,0.7566799103073724,Outstanding,0.32928554411018923,Outstanding,0.49028459112724876,Masterpiece
22,Slayer Of Traitors,Single-player,Action;Indie,Action;Indie,0.03318181818181819,BelowAverage,0.3422727272727273,Unacceptable,0.2881818181818182,Outstanding,0.21900000000000003,Mediocre
23,Skullgirls,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Fighting;2D Fighter;Indie,0.42835686617617885,Masterpiece,0.9038745075795658,Masterpiece,0.6964332301976708,Masterpiece,0.6694593193046271,Masterpiece
24,MC Lars: The Video Game,Single-player;Steam Achievements;Partial Controller Support,Action;Indie,Action;Indie,0.036250000000000004,Average,0.5675,Average,0.12125000000000001,Average,0.23925000000000002,Average
25,Zombies on a Plane,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Zombies,0.03898936170212766,Average,0.5318085106382979,Average,0.20898936170212767,Excellent,0.25732978723404254,AboveAverage
26,The Existence Abstract,Single-player;Steam Achievements,Action;Indie,Action;Indie;VR,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
27,Electronic Super Joy: Groove City,Single-player;Steam Achievements;Full controller support;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Platformer;Action,0.05522298456260721,Excellent,0.7390137221269297,Outstanding,0.3102229845626072,Outstanding,0.36447169811320757,Excellent
28,Slybots: Frantic Zone,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Local Multiplayer,0.04059322033898305,AboveAverage,0.6456779661016949,Good,0.12559322033898307,AboveAverage,0.2679152542372881,AboveAverage
29,DANGEROUS DUELS,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Action;Indie,Action;Indie;Local Multiplayer,0.036250000000000004,Average,0.5675,Average,0.12125000000000001,Average,0.23925000000000002,Average
30,Oniken: Unstoppable Edition,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Retro;Platformer;Action,0.3972966485494935,Masterpiece,0.7751632625029014,Outstanding,0.419603153213284,Masterpiece,0.525380811207674,Masterpiece
31,Stone In Galaxy,Single-player,Action;Indie,Action;Indie,0.02880952380952381,Unacceptable,0.43357142857142855,Subpar,0.11380952380952382,Unacceptable,0.19014285714285714,Unacceptable
32,Cliff Hanger,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie,0.02791666666666667,Unacceptable,0.4175,Unacceptable,0.11291666666666668,Unacceptable,0.18425,Unacceptable
33,Super Hydorah,Single-player;Local Multi-Player;Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie,Indie;Action;Shoot 'Em Up,0.04980000000000001,Excellent,0.8114,Masterpiece,0.13480000000000003,Good,0.32867999999999997,Excellent
34,Soko Match,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual;Puzzle,0.035,BelowAverage,0.545,Average,0.12000000000000001,BelowAverage,0.231,BelowAverage
35,FAUCET VR,Single-player,Casual;Indie,Indie;Casual;VR,0.031190476190476196,Mediocre,0.4764285714285715,Mediocre,0.1161904761904762,Mediocre,0.20585714285714288,Subpar
36,Elementary Arithmetic Game,Single-player,Casual;Indie,Indie;Casual,0.031190476190476196,Mediocre,0.4764285714285715,Mediocre,0.1161904761904762,Mediocre,0.20585714285714288,Subpar
37,qop 2,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,0.04955782312925171,Excellent,0.8070408163265306,Masterpiece,0.1345578231292517,Good,0.3270816326530612,Excellent
38,天火(TianHuo),Single-player,Casual;Indie,Indie;Casual,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
39,Oops!!! I Slept With Your Mom,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Indie,Indie;Casual;Arcade,0.03564516129032258,BelowAverage,0.5566129032258065,Average,0.1206451612903226,BelowAverage,0.23525806451612905,Average
40,Freedom March: Rebel Leader,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;2D,0.03307692307692308,BelowAverage,0.4253846153846154,Unacceptable,0.2030769230769231,Good,0.2183076923076923,Mediocre
41,ESPER,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;VR,0.031000000000000003,Mediocre,0.47300000000000003,Mediocre,0.11600000000000002,Mediocre,0.2046,Subpar
42,The Plus Point,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,0.031190476190476196,Mediocre,0.4764285714285715,Mediocre,0.1161904761904762,Mediocre,0.20585714285714288,Subpar
43,Legend of Himari,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie,Indie;Casual;Anime,0.0527710843373494,Excellent,0.7798795180722892,Outstanding,0.22277108433734943,Excellent,0.34828915662650606,Excellent
44,Varius,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual,0.04013513513513514,AboveAverage,0.6374324324324325,Good,0.12513513513513513,AboveAverage,0.2648918918918919,AboveAverage
45,Avalon Legends Solitaire 3,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Card Game,0.031000000000000003,Mediocre,0.47300000000000003,Mediocre,0.11600000000000002,Mediocre,0.2046,Subpar
46,Rescale,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,0.03326086956521739,BelowAverage,0.513695652173913,BelowAverage,0.1182608695652174,BelowAverage,0.21952173913043477,Mediocre
47,Cat Fu Mi,Single-player,Casual;Indie,Casual;Indie,0.033846153846153845,BelowAverage,0.5242307692307692,BelowAverage,0.11884615384615385,BelowAverage,0.22338461538461538,BelowAverage
48,BRANE™: Prototype,Single-player,Casual;Indie,Indie;Casual,0.033846153846153845,BelowAverage,0.5242307692307692,BelowAverage,0.11884615384615385,BelowAverage,0.22338461538461538,BelowAverage
49,Demon robot runner,Single-player,Casual;Indie,Indie;Casual,0.023571428571428573,Unacceptable,0.3392857142857143,Unacceptable,0.10857142857142858,Unacceptable,0.15557142857142858,Unacceptable
50,Writers,Single-player;Multi-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Casual;Indie,Indie;Casual;Pixel Graphics,0.041956521739130434,AboveAverage,0.6702173913043478,Excellent,0.12695652173913044,AboveAverage,0.27691304347826085,AboveAverage
51,The Bloobles and the Quest for Chocolate,Single-player,Casual;Indie,Indie;Casual,0.02880952380952381,Unacceptable,0.43357142857142855,Subpar,0.11380952380952382,Unacceptable,0.19014285714285714,Unacceptable
52,Fairyland: Manuscript,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Strategy,0.021279069767441865,Unacceptable,0.2980232558139535,Unacceptable,0.10627906976744188,Unacceptable,0.1404418604651163,Unacceptable
53,Numberline,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle,0.37929767152690763,Masterpiece,0.7771153896805507,Outstanding,0.4187585821688136,Masterpiece,0.5198066423141698,Masterpiece
54,Ripple,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,0.034761904761904765,BelowAverage,0.5407142857142857,Average,0.11976190476190478,BelowAverage,0.22942857142857143,BelowAverage
55,Toki Tori,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor,Casual;Indie,Puzzle;Indie;Casual,0.3233920190000916,Outstanding,0.827705934132394,Masterpiece,0.5079525238490782,Masterpiece,0.5474866574039161,Masterpiece
56,Push The Crate: Remastered Edition,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,0.02807692307692308,Unacceptable,0.4203846153846154,Unacceptable,0.11307692307692309,Unacceptable,0.1853076923076923,Unacceptable
57,Perso,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,0.03416666666666667,BelowAverage,0.53,BelowAverage,0.11916666666666668,BelowAverage,0.22550000000000003,BelowAverage
58,Ophidian,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Casual;Indie,Indie;Casual;Puzzle,0.03535714285714286,BelowAverage,0.5514285714285714,Average,0.12035714285714287,BelowAverage,0.23335714285714285,BelowAverage
59,Broken Dreams,Single-player;Co-op;Shared/Split Screen;Steam Trading Cards,Casual;Indie,Indie;Casual;Platformer,0.38221150590454783,Masterpiece,0.6645093522464958,Excellent,0.5024589925342655,Masterpiece,0.5112293507261519,Masterpiece
60,illie,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,0.21485272945963513,Excellent,0.7144979911428193,Excellent,0.13838688003170813,Good,0.35235340820927363,Excellent
61,The Talos Principle VR,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Adventure;Action;VR,0.2977723888102311,Outstanding,0.7923646697487164,Masterpiece,0.2363230030820499,Excellent,0.4377318203415292,Outstanding
62,Welcome To The Dreamscape,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0.03416666666666667,BelowAverage,0.53,BelowAverage,0.11916666666666668,BelowAverage,0.22550000000000003,BelowAverage
63,FIST OF AWESOME,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,0.13550983436302938,Excellent,0.5609137407979461,Average,0.2156012407979461,Excellent,0.3009681892664441,Good
64,ARC Continuum,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0.028333333333333335,Unacceptable,0.42500000000000004,Unacceptable,0.11333333333333334,Unacceptable,0.187,Unacceptable
65,Lost in a Forest,Single-player;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
66,"The End o,,,o",Single-player;Steam Achievements,Action;Adventure;Indie,Action;Adventure;Indie,0.03491803278688525,BelowAverage,0.5435245901639344,Average,0.11991803278688526,BelowAverage,0.23045901639344263,BelowAverage
67,Geneticognito,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0.035769230769230775,BelowAverage,0.5588461538461539,Average,0.12076923076923078,BelowAverage,0.2360769230769231,Average
68,King Lucas,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,0.36372374303034727,Outstanding,0.6378355099595533,Good,0.23166101331525796,Excellent,0.4069626878807023,Outstanding
69,Mystery Castle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Action,0.04111111111111111,AboveAverage,0.655,Good,0.12611111111111112,AboveAverage,0.2713333333333333,AboveAverage
70,Slender: The Arrival,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Horror;First-Person;Survival Horror,0.2969306390126729,Outstanding,0.8331907774842985,Masterpiece,0.5068484956051038,Masterpiece,0.5402000709936847,Masterpiece
71,Stalked at Night,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0.03227272727272727,Mediocre,0.4959090909090909,Mediocre,0.11727272727272728,Mediocre,0.213,Mediocre
72,TEMBO THE BADASS ELEPHANT,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Adventure;Action;Platformer,0.046813186813186816,Good,0.6726373626373627,Excellent,0.21681318681318684,Excellent,0.308967032967033,Good
73,Krampus,Single-player;Steam Trading Cards,Action;Adventure;Indie,Adventure;Indie;Action,0.36092383185355614,Outstanding,0.46116243510297533,Subpar,0.4011624351029754,Outstanding,0.40367207167963726,Outstanding
74,MANOS,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Indie;Action;Adventure,0.18463590102264232,Excellent,0.7094739919322149,Excellent,0.22600578383972936,Excellent,0.36963817334221355,Excellent
75,Return to Planet X,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Adventure,0.03294117647058824,Mediocre,0.5079411764705882,BelowAverage,0.11794117647058824,Mediocre,0.21741176470588236,Mediocre
76,The Corridor: On Behalf Of The Dead,Single-player;Steam Achievements;Full controller support;VR Support,Action;Adventure;Indie,Action;Adventure;Indie,0.0337878787878788,BelowAverage,0.5231818181818182,BelowAverage,0.1187878787878788,BelowAverage,0.22300000000000003,BelowAverage
77,Squirbs,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Indie;Action;Adventure,0.3747647169499899,Outstanding,0.6200127839302633,Good,0.4102514474147502,Outstanding,0.4636595529373511,Outstanding
78,Darwin's Test,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Adventure;Indie;Action,0.03657894736842106,Average,0.5734210526315789,AboveAverage,0.12157894736842106,Average,0.24142105263157895,Average
79,Clicker bAdventure,Single-player;Steam Achievements,Action;Adventure;Indie,Action;Indie;Adventure,0.18930954120492574,Excellent,0.379735946733607,Unacceptable,0.119423446733607,BelowAverage,0.22719474844180612,BelowAverage
80,Pixel Devil and the Broken Cartridge,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Indie;Action;Adventure,0.035337078651685394,BelowAverage,0.5510674157303371,Average,0.12033707865168541,BelowAverage,0.2332247191011236,BelowAverage
81,Dimensional,Single-player;Full controller support,Action;Adventure;Indie,Adventure;Indie;Action,0.041363636363636366,AboveAverage,0.6595454545454545,Good,0.12636363636363637,AboveAverage,0.273,AboveAverage
82,Phoning Home,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Survival;Open World,0.045211267605633806,Good,0.6438028169014084,Good,0.21521126760563383,Excellent,0.29839436619718307,Good
83,Mysteries of the Past: Shadow of the Daemon Collector's Edition,Single-player,Adventure;Indie,Adventure;Indie;Hidden Object,0.035,BelowAverage,0.545,Average,0.12000000000000001,BelowAverage,0.231,BelowAverage
84,Dangerous Level,Single-player,Adventure;Indie,Indie;Adventure;Casual,0.02891304347826087,Unacceptable,0.43543478260869567,Subpar,0.11391304347826088,Unacceptable,0.19082608695652176,Unacceptable
85,Dark Project,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Violent,0.3905545006286589,Masterpiece,0.5006186608876387,BelowAverage,0.2258512190271736,Excellent,0.36861804557934547,Excellent
86,Broken Reality,Single-player,Adventure;Indie,Indie;Adventure;Surreal,0.05199074074074074,Excellent,0.8508333333333333,Masterpiece,0.13699074074074075,Good,0.3431388888888889,Excellent
87,This Child Of Mine,Single-player,Adventure;Indie,Indie;Adventure;Platformer,0.03763888888888889,Average,0.5925,AboveAverage,0.12263888888888891,Average,0.24841666666666667,Average
88,"Papers, Please",Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Adventure;Indie,Indie;Political;Simulation,0.47075804980049196,Masterpiece,0.9214050553479162,Masterpiece,0.7443243739551795,Masterpiece,0.705040868104184,Masterpiece
89,Outpost 13,Single-player;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Point & Click,0.02404761904761905,Unacceptable,0.34785714285714286,Unacceptable,0.10904761904761906,Unacceptable,0.15871428571428572,Unacceptable
90,Unforeseen Incidents,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,0.04889140271493213,Excellent,0.7950452488687783,Masterpiece,0.13389140271493213,Good,0.322683257918552,Excellent
91,Above: The Fallen,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud,Adventure;Indie,Adventure;Indie,0.03166666666666667,Mediocre,0.485,Mediocre,0.11666666666666668,Mediocre,0.20900000000000002,Mediocre
92,＜/reality＞,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Indie;Visual Novel;Adventure,0.03872093023255814,Average,0.6119767441860465,AboveAverage,0.12372093023255815,Average,0.2555581395348837,AboveAverage
93,Celestial Crossing,Single-player;Steam Trading Cards,Adventure;Indie,Nudity;Dating Sim;Anime,0.4164867530138241,Masterpiece,0.6507253889415394,Good,0.1456427443134402,Good,0.4002421124687052,Outstanding
94,The Revenge of Johnny Bonasera: Episode 3,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie,0.03227272727272727,Mediocre,0.4959090909090909,Mediocre,0.11727272727272728,Mediocre,0.213,Mediocre
95,春风 | Spring Breeze,Single-player,Adventure;Indie,Indie;Adventure;Visual Novel,0.03436507936507937,BelowAverage,0.5335714285714286,Average,0.11936507936507938,BelowAverage,0.22680952380952382,BelowAverage
96,Nullysun,Single-player,Adventure;Indie,Adventure;Indie;Platformer,0.23070423960256864,Outstanding,0.49361622192803395,Mediocre,0.12759581376476856,AboveAverage,0.28113237084747245,Good
97,Return of the Obra Dinn,Single-player;Steam Achievements;Full controller support,Adventure;Indie,Mystery;Detective;Atmospheric,0.3688590063154805,Outstanding,0.9060409639896814,Masterpiece,0.4249947352792191,Masterpiece,0.5609652528428457,Masterpiece
98,Beyond Eyes,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie,Indie;Walking Simulator;Female Protagonist,0.44673829399733256,Masterpiece,0.6550891972574723,Good,0.41588565743446343,Outstanding,0.5008453390674585,Masterpiece
99,A Quiet Mind,Single-player;Full controller support,Adventure;Indie,Adventure;Indie;Puzzle,0.030000000000000002,Subpar,0.455,Subpar,0.11500000000000002,Subpar,0.198,Subpar
100,Questery,Single-player;Steam Achievements;Partial Controller Support;Stats,Adventure;Indie,Indie;Adventure;Early Access,0.03431034482758621,BelowAverage,0.5325862068965517,Average,0.11931034482758622,BelowAverage,0.22644827586206895,BelowAverage
101,Home is Where One Starts...,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Adventure;Indie,Indie;Adventure;Walking Simulator,0.04704883227176221,Good,0.6768789808917197,Excellent,0.21704883227176222,Excellent,0.31052229299363054,Excellent
102,Clones,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Adventure;Indie,Lemmings;Indie;Adventure,0.3735158771885632,Outstanding,0.7028040221626496,Excellent,0.4145431525974323,Outstanding,0.49198480714305287,Masterpiece
103,Shadows on the Vatican Act I: Greed,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,0.34458001856886256,Outstanding,0.7048612058508805,Excellent,0.5026021697063023,Masterpiece,0.512174320061595,Masterpiece
104,Pull Me Out,Single-player,Action;Casual;Indie,Action;Indie;Casual,0.029512195121951225,Subpar,0.361219512195122,Unacceptable,0.19951219512195123,Good,0.19478048780487806,Subpar
105,6180 the moon,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,0.04979392624728851,Excellent,0.811290672451193,Masterpiece,0.13479392624728853,Good,0.3286399132321042,Excellent
106,Party Panic,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Casual;Indie,Casual;Indie;Action,0.31413866886595326,Outstanding,0.6840497719055266,Excellent,0.3209572863563937,Outstanding,0.43531808995219823,Outstanding
107,Pigeons Attack,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,0.044682539682539685,Good,0.7192857142857143,Outstanding,0.12968253968253968,Good,0.2949047619047619,Good
108,Splash,Single-player,Action;Casual;Indie,Action;Indie;Casual,0.037258064516129036,Average,0.5856451612903226,AboveAverage,0.12225806451612904,Average,0.24590322580645163,Average
109,Space Struck Run,Single-player,Action;Casual;Indie,Action;Indie;Casual,0.031190476190476196,Mediocre,0.4764285714285715,Mediocre,0.1161904761904762,Mediocre,0.20585714285714288,Subpar
110,Mircron Wars XR,Single-player;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Action;Indie;Casual,0.03416666666666667,BelowAverage,0.53,BelowAverage,0.11916666666666668,BelowAverage,0.22550000000000003,BelowAverage
111,peakvox Mew Mew Chamber for Steam,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,0.04217948717948718,Good,0.6742307692307693,Excellent,0.12717948717948718,AboveAverage,0.2783846153846154,Good
112,Brain Guzzler,Single-player;Steam Achievements;Steam Cloud,Action;Casual;Indie,Action;Indie;Casual,0.03333333333333334,BelowAverage,0.515,BelowAverage,0.11833333333333335,BelowAverage,0.22,Mediocre
113,Putin VS ISIS,Single-player;Steam Achievements,Action;Casual;Indie,Indie;Action;Casual,0.04909448818897638,Excellent,0.7987007874015748,Masterpiece,0.1340944881889764,Good,0.3240236220472441,Excellent
114,KByte,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action;Casual;Indie,Casual;Action;Indie,0.04104651162790697,AboveAverage,0.6538372093023256,Good,0.12604651162790698,AboveAverage,0.27090697674418607,AboveAverage
115,Orbt XL,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Action,0.30357029384919054,Outstanding,0.910182953199474,Masterpiece,0.42177648668677187,Masterpiece,0.539724812132694,Masterpiece
116,Project Hovercraft,Multi-player;Online Multi-Player,Action;Casual;Indie,Action;Indie;Casual,0.029074074074074075,Subpar,0.4383333333333333,Subpar,0.11407407407407408,Subpar,0.1918888888888889,Subpar
117,Triangle,Single-player;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,0.36104731058826456,Outstanding,0.3640275881083658,Unacceptable,0.3960565736156122,Outstanding,0.36997338586304,Excellent
118,Neon Arena,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,0.3855116994953927,Masterpiece,0.5980712119132179,AboveAverage,0.23071489007413742,Excellent,0.4007182744893068,Outstanding
